Date,open,high,low,close,MA,Smoothing Line,MA.1,Smoothing Line.1,Volume,Volume MA,ATR,RSI,RSI-based MA,open_ovx,high_ovx,low_ovx,close_ovx
2007-06-05,66.05,66.2,65.23,65.61,61.51980000000003,61.57997000000006,64.05539999999998,63.88508,200804,220771.1,1.6012509487477726,55.587604766832754,54.7488076932329,26.7,26.7,26.7,26.7
2007-06-06,65.67,66.31,65.21,65.96,61.48310000000003,61.54644000000005,64.11639999999998,63.9696,222155,217995.55,1.5654473095515038,56.840398742599305,55.41237983643749,25.94,25.94,25.94,25.94
2007-06-07,65.9,67.42,65.82,66.93,61.45225000000003,61.51578000000005,64.19639999999998,64.05108,275768,218017.05,1.567915358869254,60.19187079273672,55.59935084214408,26.11,26.11,26.11,26.11
2007-06-08,66.7,66.83,64.56,64.76,61.41725000000003,61.484930000000055,64.20999999999998,64.1134,284370,219387.15,1.625207118950022,50.70576064374662,54.8337782429062,26.51,26.51,26.51,26.51
2007-06-11,64.7,66.07,64.52,65.97,61.38530000000004,61.45154000000006,64.20879999999998,64.15740000000001,234653,220273.8,1.6198351818821632,54.96749833205811,54.17407621585539,25.99,25.99,25.99,25.99
2007-06-12,65.88,66.08,64.87,65.35,61.34950000000004,61.41748000000005,64.19839999999998,64.186,187698,219637.05,1.5905612403191511,52.464574116850606,53.82172477940474,25.81,25.81,25.81,25.81
2007-06-13,65.22,66.48,64.9,66.26,61.32775000000003,61.386410000000055,64.20479999999999,64.20367999999999,231771,221958.9,1.58980686601064,55.656179726245774,53.63235111106885,26.07,26.07,26.07,26.07
2007-06-14,66.03,67.89,65.95,67.65,61.31745000000004,61.35945000000006,64.26499999999999,64.2174,228281,222564.95,1.6148206612955942,60.06665701500034,54.27159849964196,26.35,26.35,26.35,26.35
2007-06-15,67.69,68.3,67.24,68.0,61.30730000000004,61.33746000000006,64.33739999999999,64.24288,194410,218887.7,1.575190614060195,61.11539759940351,54.711644624233614,26.41,26.41,26.41,26.41
2007-06-18,68.71,69.66,67.96,69.62,61.304100000000034,61.32122000000006,64.4442,64.28996000000001,148988,217906.2,1.5841055701987528,65.61645646407766,56.04330583713188,27.15,27.15,27.15,27.15
2007-06-19,69.51,69.97,68.9,69.54,61.30585000000004,61.31249000000007,64.6048,64.37124000000001,201006,218317.55,1.5473837437559843,65.21499473621472,57.2505196156384,26.72,26.72,26.72,26.72
2007-06-20,69.36,69.6,67.65,68.86,61.31005000000004,61.30895000000008,64.74419999999999,64.47912000000001,257224,221093.5,1.5761420477734132,61.75626967757988,58.06307595976968,27.14,27.14,27.14,27.14
2007-06-21,68.7,69.88,68.28,68.65,61.31030000000004,61.30752000000007,64.877,64.60152000000001,228408,220972.45,1.577846187218169,60.685857272369645,58.51071782676275,28.0,28.0,28.0,28.0
2007-06-22,68.66,69.5,68.17,69.14,61.31850000000004,61.30976000000006,64.9828,64.73060000000001,191213,219883.45,1.560142888131157,62.32669368095127,58.7997295404762,28.16,28.16,28.16,28.16
2007-06-25,68.85,69.45,67.55,69.18,61.327800000000046,61.31450000000007,65.0938,64.86052000000002,240247,224671.2,1.584418396121789,62.464417238233295,59.290930431290526,28.01,28.01,28.01,28.01
2007-06-26,69.02,69.19,67.6,67.77,61.33540000000004,61.32041000000006,65.17699999999999,64.97496000000004,199705,223605.65,1.5848170821130902,54.85218188967087,59.14891494179564,27.79,27.79,27.79,27.79
2007-06-27,67.83,69.36,67.07,68.97,61.35220000000004,61.328840000000056,65.2944,65.08500000000002,259461,225827.5,1.6351872905335842,59.388235608602805,59.09151242864321,28.06,28.06,28.06,28.06
2007-06-28,69.0,70.52,68.92,69.57,61.38125000000005,61.34303000000007,65.3982,65.18924000000003,261461,225102.8,1.6326739126383278,61.472564334877546,59.86056983515257,27.95,27.95,27.95,27.95
2007-06-29,70.1,71.06,69.46,70.68,61.41480000000004,61.36229000000007,65.5454,65.30176000000003,200610,223843.15,1.6303400617355908,65.04660980174049,60.58050636870132,27.44,27.44,27.44,27.44
2007-07-02,70.52,71.34,69.57,71.09,61.454150000000034,61.38756000000007,65.685,65.42000000000003,217108,223267.05,1.6403157716116206,66.29051600903776,61.56807364671469,27.52,27.52,27.52,27.52
2007-07-03,71.28,71.49,70.7,71.41,61.49455000000003,61.419390000000064,65.79539999999999,65.54368000000002,217108,224082.25,1.5795789307822186,67.2695573125591,62.39760061716565,27.45,27.45,27.45,27.45
2007-07-05,71.25,72.35,70.8,71.81,61.57775000000003,61.49416000000006,66.05219999999998,65.80216000000003,226307,217530.55,1.5131573433785452,68.58290896333952,63.45459201447829,27.33,27.33,27.33,27.33
2007-07-06,71.8,72.94,71.56,72.81,61.63810000000003,61.53882000000006,66.20719999999999,65.93452000000002,219298,214276.95,1.5036461045657918,71.66592709900497,63.88669705983023,27.4,27.4,27.4,27.4
2007-07-09,72.75,73.0,71.81,72.19,61.691100000000034,61.58621000000007,66.32179999999998,66.06188000000002,227743,213931.45,1.481242811382521,67.25899027187839,64.03269674094906,28.25,28.25,28.25,28.25
2007-07-10,72.05,73.08,71.6,72.81,61.75240000000002,61.637780000000056,66.46379999999998,66.19556000000001,214253,215259.2,1.4811540391409124,69.29253070160472,64.57100109980799,27.37,27.37,27.37,27.37
2007-07-11,72.61,73.03,72.08,72.56,61.80795000000003,61.69346000000006,66.627,66.33440000000002,207520,214046.65,1.4432144649165617,67.47273734765625,65.05577824804274,27.69,27.69,27.69,27.69
2007-07-12,72.45,73.8,71.92,72.5,61.865400000000015,61.75099000000006,66.80339999999998,66.48464000000003,250479,215156.55,1.4744134317082356,67.01783105425605,65.39085948899309,27.35,27.35,27.35,27.35
2007-07-13,72.72,74.01,72.26,73.93,61.92025000000002,61.80742000000006,67.01819999999998,66.64684000000003,243393,217605.7,1.4940981865862188,71.8833260534382,66.06363869007915,27.06,27.06,27.06,27.06
2007-07-16,74.01,74.5,73.63,74.15,61.97720000000001,61.86464000000005,67.26259999999998,66.83500000000002,203487,220330.65,1.4495197446872037,72.55413081143615,67.32806361306238,28.0,28.0,28.0,28.0
2007-07-17,74.28,75.35,73.5,74.02,62.032750000000014,61.92071000000004,67.51359999999998,67.04496000000003,262637,223412.2,1.4781254772095456,71.46906607005914,68.19098007459499,27.46,27.46,27.46,27.46
2007-07-18,74.28,75.46,73.95,75.3,62.10410000000002,61.97994000000004,67.77439999999999,67.27444000000003,199595,220530.75,1.4804022288374346,75.37419397414062,69.18395362025663,27.91,27.91,27.91,27.91
2007-07-19,75.25,76.18,74.89,76.07,62.191050000000025,62.045070000000045,68.06479999999998,67.52672000000003,241493,221185.0,1.4668020696347612,77.37995071529848,70.06490654265363,27.4,27.4,27.4,27.4
2007-07-20,76.11,76.39,75.4,75.79,62.27295000000003,62.115610000000046,68.3444,67.79196000000003,173789,220313.8,1.4327447789465635,74.98811027152253,70.68616327568826,26.69,26.69,26.69,26.69
2007-07-23,75.69,75.69,74.44,74.89,62.34725000000002,62.18962000000005,68.59479999999998,68.05840000000003,166780,216640.45,1.4268344375932382,67.74010073698183,70.71977352028989,27.09,27.09,27.09,27.09
2007-07-24,74.89,74.93,72.91,73.56,62.416250000000026,62.26632000000005,68.81679999999999,68.31904000000004,243495,218829.95,1.469203406336579,58.70928551009171,70.09922068433634,27.42,27.42,27.42,27.42
2007-07-25,73.35,76.38,73.1,75.88,62.49585000000002,62.34467000000005,69.07099999999998,68.57836000000005,216078,216660.8,1.5985460201696806,66.9790281875311,69.98465777177857,26.84,26.84,26.84,26.84
2007-07-26,76.31,77.24,74.6,74.95,62.57800000000002,62.42206000000006,69.31899999999999,68.82920000000004,269575,217066.5,1.6729355901575609,61.64882178970288,69.26915024968558,27.79,27.79,27.79,27.79
2007-07-27,75.05,77.12,74.7,77.02,62.67515000000002,62.502500000000055,69.56219999999999,69.07276000000005,216573,217864.65,1.726297333717735,67.79256913778289,69.30726302582161,27.25,27.25,27.25,27.25
2007-07-30,76.95,77.33,76.05,76.83,62.77000000000002,62.58705000000005,69.77919999999999,69.30964000000003,189456,216482.05,1.6944189527378968,66.73579682538015,69.12463917751985,30.16,30.16,30.16,30.16
2007-07-31,76.7,78.28,76.6,78.21,62.86820000000003,62.67744000000005,70.00599999999999,69.54748000000004,196464,215449.85,1.6933890275423331,70.3509023789929,69.3302223940439,30.69,30.69,30.69,30.69
2007-08-01,77.94,78.77,76.09,76.53,62.951150000000034,62.76850000000005,70.2264,69.77856000000003,306683,223754.9,1.7638612398607374,61.57727470512935,68.94161122624914,29.73,29.73,29.73,29.73
2007-08-02,76.74,77.44,75.52,76.86,63.04080000000003,62.86106000000005,70.4482,70.00440000000003,214006,223139.85,1.775014008442113,62.564868233877846,68.27600709628054,29.68,29.68,29.68,29.68
2007-08-03,76.89,77.36,75.04,75.48,63.12170000000004,62.95037000000006,70.67419999999998,70.22680000000004,233021,223826.0,1.813941579267676,56.074018164021005,67.09885619289375,29.32,29.32,29.32,29.32
2007-08-06,75.04,75.1,71.6,72.06,63.17950000000003,63.03227000000006,70.81139999999999,70.43324000000004,292987,227088.2,1.961517180748557,43.91462448073231,65.13068179365611,32.49,32.49,32.49,32.49
2007-08-07,72.06,72.62,71.14,72.42,63.24495000000004,63.10762000000007,70.9968,70.63140000000004,284128,230581.95,1.9271230964093744,45.26021950178384,62.9796836170592,29.48,29.48,29.48,29.48
2007-08-08,72.38,73.2,71.85,72.15,63.31165000000004,63.17972000000007,71.16999999999999,70.82012000000003,263747,233393.3,1.88590001809442,44.39983604244409,60.62396114042674,27.07,27.07,27.07,27.07
2007-08-09,72.27,72.4,70.5,71.59,63.37285000000004,63.24613000000007,71.32159999999999,70.99480000000003,269865,234362.6,1.8869071596591045,42.59138759823242,58.30990952090601,29.73,29.73,29.73,29.73
2007-08-10,71.59,71.69,70.1,71.47,63.42320000000005,63.30643000000007,71.44939999999998,71.14984000000004,226674,233526.65,1.86569950539774,42.19477966979795,56.48524373039288,30.87,30.87,30.87,30.87
2007-08-13,71.47,73.19,71.12,71.62,63.47950000000004,63.36643000000007,71.55759999999998,71.29908000000003,245898,235647.2,1.8802923978693296,42.910414042639886,55.35675291128918,30.82,30.82,30.82,30.82
2007-08-14,71.55,72.77,71.36,72.38,63.53765000000004,63.42497000000007,71.69299999999998,71.43832000000003,231544,234092.55,1.8467000837358056,46.522844120054856,53.89559690646945,30.23,30.23,30.23,30.23
2007-08-15,72.69,74.23,72.32,73.33,63.61250000000005,63.48514000000008,71.84039999999999,71.57240000000004,280131,238119.35,1.8512215063261064,50.72047072159004,53.11500040160424,31.14,31.14,31.14,31.14
2007-08-16,73.14,73.14,70.1,71.0,63.67385000000004,63.54534000000008,71.92179999999999,71.69244000000003,293836,240736.5,1.9497056844456704,42.01060538063575,51.273431561808025,37.02,37.02,37.02,37.02
2007-08-17,71.42,72.42,70.82,71.82,63.73940000000004,63.60858000000008,72.06299999999999,71.81516000000003,143493,239221.7,1.924726706985266,45.55413204790982,49.760455506274425,35.46,35.46,35.46,35.46
2007-08-20,71.51,71.55,69.93,70.96,63.80480000000004,63.67364000000007,72.1628,71.93620000000003,199913,240878.35,1.9222462279148889,42.61310136204611,47.77918400506395,34.16,34.16,34.16,34.16
2007-08-21,70.8,71.55,68.9,69.57,63.85695000000004,63.73750000000007,72.24719999999999,72.04704000000004,248510,241129.1,1.974228640206682,38.30818794293883,46.1171063791932,34.33,34.33,34.33,34.33
2007-08-22,69.64,70.3,68.63,69.26,63.90315000000004,63.79563000000008,72.30720000000001,72.14040000000003,207894,240719.9,1.9524980230490616,37.40071688722242,44.31966699728923,31.93,31.93,31.93,31.93
2007-08-23,69.35,70.08,69.03,69.83,63.95765000000004,63.85239000000007,72.35079999999999,72.22620000000003,170980,235790.15,1.888033878545557,40.20550599859676,43.18620184261607,29.85,29.85,29.85,29.85
2007-08-24,70.02,71.35,69.52,71.09,64.01395000000004,63.90730000000008,72.4126,72.29612000000004,164270,233175.0,1.8838886015065883,45.96862090180801,43.33291587269291,28.67,28.67,28.67,28.67
2007-08-27,71.04,72.14,70.2,71.97,64.06800000000004,63.95994000000008,72.45960000000001,72.35548000000004,186005,233002.45,1.887896558541832,49.62073800907457,43.64438148035653,28.98,28.98,28.98,28.98
2007-08-28,72.12,72.25,71.2,71.73,64.12870000000004,64.01429000000007,72.50340000000001,72.40672000000005,181538,232256.15,1.828046804360273,48.65482544731462,43.94830929499013,28.81,28.81,28.81,28.81
2007-08-29,71.58,73.64,71.41,73.51,64.20335000000004,64.07433000000007,72.5964,72.46456000000005,213070,227575.5,1.856757746905968,55.563681026768194,44.874901682742696,28.88,28.88,28.88,28.88
2007-08-30,73.5,73.96,72.75,73.36,64.27875000000004,64.13855000000008,72.6906,72.53252000000005,180828,225916.6,1.8105607649841124,54.893360927327016,45.78194320113762,28.99,28.99,28.99,28.99
2007-08-31,73.6,74.44,73.4,74.04,64.34535000000004,64.20483000000009,72.7886,72.60772000000004,180828,223306.95,1.7583778531995329,57.40224328853322,46.817073861558576,28.86,28.86,28.86,28.86
2007-09-04,73.9,75.25,73.48,75.08,64.50420000000004,64.35106000000007,73.03580000000001,72.80020000000005,221913,213879.95,1.7062543734220454,61.18198671412292,48.3915112968573,29.49,29.49,29.49,29.49
2007-09-05,75.12,75.92,74.75,75.73,64.58885000000004,64.42816000000008,73.171,72.91512000000006,226377,212011.45,1.667950489606185,63.39692904265392,49.91910584414432,30.29,30.29,30.29,30.29
2007-09-06,75.88,77.43,75.33,76.3,64.66950000000003,64.50631000000007,73.30560000000001,73.03812000000005,330624,215049.4,1.6988111689200294,65.26846951103121,51.32727280579585,31.11,31.11,31.11,31.11
2007-09-07,76.15,77.0,75.63,76.7,64.75680000000004,64.58860000000007,73.426,73.16560000000007,222964,214863.9,1.6753246568543132,66.5606103690115,53.03780916343624,31.39,31.39,31.39,31.39
2007-09-10,76.46,78.47,75.52,77.49,64.84265000000003,64.67240000000007,73.554,73.29848000000005,296680,217403.0,1.766372895650434,69.01262213152147,55.23098303404928,30.82,30.82,30.82,30.82
2007-09-11,77.79,78.37,76.92,78.23,64.92885000000004,64.75733000000005,73.69040000000001,73.42940000000006,291803,220415.95,1.743774831675403,71.1468773006944,57.64142306358299,31.3,31.3,31.3,31.3
2007-09-12,78.16,80.18,78.01,79.91,65.01610000000004,64.84278000000006,73.85960000000001,73.56712000000006,302927,221555.75,1.7742194865557317,75.30529082959677,60.14855055151156,30.25,30.25,30.25,30.25
2007-09-13,79.65,80.2,79.19,80.09,65.10090000000004,64.92906000000006,74.0252,73.71104000000005,237513,218739.6,1.7196323803731794,75.70923738494027,62.27288030030672,30.37,30.37,30.37,30.37
2007-09-14,79.92,80.36,78.75,79.1,65.17925000000004,65.01355000000007,74.15100000000001,73.85604000000005,257062,224418.05,1.7118014960608094,69.02188537599612,63.65867654080113,29.37,29.37,29.37,29.37
2007-09-17,79.03,80.92,78.25,80.57,65.26990000000005,65.09900000000007,74.3186,74.00896000000006,270760,227960.4,1.7802442463421804,72.8558521767165,65.38732130718698,29.72,29.72,29.72,29.72
2007-09-18,79.63,81.11,78.92,80.23,65.35890000000003,65.18501000000006,74.46700000000001,74.16428000000006,199449,225507.35,1.809512514460596,70.67704880851757,66.46684757731192,29.77,29.77,29.77,29.77
2007-09-19,80.98,81.19,79.78,80.85,65.45220000000003,65.27223000000006,74.6328,74.31892000000006,291889,229707.1,1.780975906284839,72.30362348249473,67.71043775982392,28.93,28.93,28.93,28.93
2007-09-20,80.52,81.92,80.26,81.78,65.54865000000004,65.36178000000007,74.8184,74.47756000000007,232184,232767.3,1.772334770121636,74.5813171452445,68.93751446387472,30.57,30.57,30.57,30.57
2007-09-21,81.78,82.4,80.55,81.62,65.64660000000003,65.45525000000006,74.9722,74.64180000000007,225621,235834.85,1.7778822865415196,73.46199068817742,70.03455292576567,30.3,30.3,30.3,30.3
2007-09-24,81.36,81.6,80.37,80.95,65.74525000000004,65.55032000000007,75.1082,74.79972000000006,200779,236573.55,1.7401764089314111,68.80519229399589,70.5790676100423,29.19,29.19,29.19,29.19
2007-09-25,80.61,80.62,78.96,79.53,65.83780000000003,65.64610000000008,75.2184,74.95000000000006,249620,239977.65,1.7580209511505966,60.10841681686077,70.34417387962851,28.79,28.79,28.79,28.79
2007-09-26,79.32,80.82,78.44,80.3,65.93245000000003,65.74215000000007,75.3184,75.08712000000006,342097,246429.0,1.802448026068411,62.85047916744268,70.17146028365791,28.4,28.4,28.4,28.4
2007-09-27,80.63,83.09,80.5,82.88,66.03430000000003,65.83928000000007,75.45460000000001,75.21436000000006,292697,252022.45,1.8729874527778103,70.23354625919065,70.43381284724212,27.77,27.77,27.77,27.77
2007-09-28,83.25,83.76,81.39,81.66,66.12215000000003,65.93439000000008,75.572,75.33432000000006,294397,257700.9,1.9084883490079676,63.77872474447572,70.0599630338817,29.32,29.32,29.32,29.32
2007-10-01,81.75,82.02,79.45,80.24,66.20940000000002,66.02722000000007,75.679,75.44848000000006,269038,262819.7,1.955739181221684,57.19038675418628,69.06307085198827,30.53,30.53,30.53,30.53
2007-10-02,80.22,80.43,78.87,80.05,66.29235000000003,66.11813000000006,75.8088,75.56656000000007,219221,262685.1,1.9274720968487065,56.35159111741089,67.70923515826071,30.74,30.74,30.74,30.74
2007-10-03,80.23,80.88,79.57,79.94,66.37345000000003,66.20633000000007,75.89000000000001,75.68088000000007,227305,262731.5,1.883366947073799,55.840957091971696,66.29007228019152,30.62,30.62,30.62,30.62
2007-10-04,79.68,81.75,78.91,81.44,66.46735000000002,66.29294000000007,76.01980000000002,75.79392000000007,252123,258806.45,1.9516978794256707,61.0271534070664,65.71901999669653,30.12,30.12,30.12,30.12
2007-10-05,81.4,81.68,80.51,81.22,66.56140000000003,66.38079000000008,76.1038,75.90028000000007,230873,259201.9,1.895862316609552,59.9157131120381,64.7947243492195,29.57,29.57,29.57,29.57
2007-10-08,81.11,81.11,78.35,79.02,66.65100000000002,66.46911000000009,76.14760000000001,75.99400000000007,253108,257023.3,1.9654435797088696,50.09123578675808,63.32430913337954,31.07,31.07,31.07,31.07
2007-10-09,79.26,81.1,78.39,80.26,66.75060000000002,66.56076000000007,76.18860000000001,76.06996000000007,324878,258677.05,2.018626181158236,54.60898675035174,62.06040650965504,30.59,30.59,30.59,30.59
2007-10-10,80.22,81.35,79.72,81.3,66.85445000000001,66.65696000000007,76.284,76.14876000000007,264143,256737.85,1.9908671682183612,58.03967059319885,60.87886032736607,30.24,30.24,30.24,30.24
2007-10-11,81.32,83.67,81.25,83.08,66.96460000000002,66.75641000000007,76.40840000000001,76.22648000000007,289289,259326.65,2.021519513345621,63.17040059598507,60.14374674935232,29.2,29.2,29.2,29.2
2007-10-12,82.87,84.05,82.69,83.69,67.07780000000001,66.85969000000007,76.57260000000001,76.32024000000008,205946,256770.85,1.97426811953522,64.76064101656614,59.85485022953593,28.61,28.61,28.61,28.61
2007-10-15,83.91,86.71,83.5,86.13,67.21685000000002,66.97286000000007,76.85400000000001,76.46152000000008,238654,255165.55,2.0625346824255604,70.28719182353613,60.58190558715559,28.4,28.4,28.4,28.4
2007-10-16,86.5,88.2,86.13,87.61,67.37695000000002,67.09813000000007,77.15780000000001,76.65536000000009,340705,262228.35,2.063067919395164,73.04821627376509,61.31031538046434,29.8,29.8,29.8,29.8
2007-10-17,87.5,89.0,86.91,87.4,67.53240000000001,67.23372000000006,77.4628,76.89112000000009,323886,263828.2,2.0649916394383667,72.02550015958917,61.43831208763567,31.66,31.66,31.66,31.66
2007-10-18,85.9,88.3,85.84,88.04,67.69215000000003,67.37923000000008,77.79180000000001,77.16780000000008,228996,263668.8,2.0932065223356258,73.25447224329113,62.11515119469391,32.04,32.04,32.04,32.04
2007-10-19,88.06,88.49,86.26,86.95,67.84870000000002,67.53341000000009,78.10140000000001,77.47356000000008,276394,266207.45,2.1029774850259377,67.79199885618617,62.872409201979615,32.39,32.39,32.39,32.39
2007-10-22,86.75,87.0,84.73,86.02,68.00870000000002,67.69178000000008,78.38940000000001,77.78064000000009,310584,271697.7,2.114907664666942,63.44496065578456,63.379078454720585,32.27,32.27,32.27,32.27
2007-10-23,85.77,86.79,84.82,85.27,68.17565000000002,67.85152000000008,78.64720000000001,78.07852000000007,262304,272331.9,2.104557117190733,60.098091777710906,63.683159503701965,32.15,32.15,32.15,32.15
2007-10-24,85.17,87.79,84.68,87.1,68.34620000000002,68.01428000000007,78.92260000000002,78.37048000000007,296425,270048.3,2.1763744659628235,64.95580786135642,63.96377767900839,31.34,31.34,31.34,31.34
2007-10-25,87.63,90.52,87.54,90.46,68.54245000000003,68.18434000000008,79.31180000000002,78.67448000000009,282486,269537.75,2.265204861251193,71.75494446564376,64.80943706140879,31.11,31.11,31.11,31.11
2007-10-26,90.36,92.22,90.2,91.86,68.74055000000003,68.36271000000008,79.71260000000002,78.99672000000008,318748,270755.3,2.247690228304679,74.01698651795638,66.5184192564944,32.74,32.74,32.74,32.74
2007-10-29,93.67,93.68,89.53,90.38,69.13405000000003,68.74248000000007,80.58020000000002,79.73824000000009,300422,275317.45,2.3857124927729125,64.26358217566937,68.52239696390441,32.61,32.61,32.61,32.61
2007-10-30,89.72,95.28,88.92,94.53,69.34380000000004,68.94200000000008,81.08560000000003,80.17084000000008,402154,284059.9,2.6695901718605617,70.85164856848114,69.07105753336842,34.65,34.65,34.65,34.65
2007-10-31,95.15,96.24,92.06,93.49,69.53605000000003,69.14072000000007,81.55880000000002,80.62024000000008,349181,288912.8,2.7774765881562358,67.49365527092739,69.26627283725136,37.46,37.46,37.46,37.46
2007-11-01,93.65,96.03,93.05,95.93,69.73885000000004,69.34038000000007,82.05560000000001,81.08884000000009,254477,290093.0,2.791942546145076,70.9699659373276,69.3150424168079,39.71,39.71,39.71,39.71
2007-11-05,95.92,96.12,93.72,93.98,69.93760000000003,69.53807000000006,82.49580000000002,81.55520000000008,279964,291435.8,2.763946649991857,64.98838911569135,68.73934047694549,40.14,40.14,40.14,40.14
2007-11-06,94.46,97.1,94.41,96.7,70.14400000000003,69.74006000000006,82.99520000000003,82.03820000000009,302215,290302.65,2.789379032135295,68.92297879271162,68.51773180788281,41.2,41.2,41.2,41.2
2007-11-07,96.83,98.64,94.62,96.37,70.35580000000003,69.94246000000007,83.45240000000001,82.51156000000009,448361,299513.55,2.877280529839916,67.92562166416478,68.1370996236595,41.37,41.37,41.37,41.37
2007-11-08,95.84,97.7,94.93,95.46,70.54825000000004,70.14490000000006,83.89440000000002,82.97868000000008,347189,302408.55,2.8696176348513505,65.1269031520666,67.9467356447938,40.84,40.84,40.84,40.84
2007-11-09,95.91,96.68,94.54,96.32,70.73915000000002,70.34496000000006,84.34000000000002,83.4355600000001,329488,308585.65,2.817502089504825,66.53041991673916,68.16712559200485,37.06,37.06,37.06,37.06
2007-11-12,96.01,96.35,93.54,94.62,70.92575000000002,70.54259000000006,84.74780000000001,83.88596000000008,317037,312504.8,2.816966225968766,61.28014520354173,68.2515579795642,39.65,39.65,39.65,39.65
2007-11-13,93.59,94.7,90.13,91.17,71.08650000000003,70.73109000000007,85.06960000000001,84.30084000000008,502947,320616.9,2.942182924113854,52.26579934007423,67.34512879947262,38.69,38.69,38.69,38.69
2007-11-14,90.3,93.08,90.2,92.83,71.25695000000002,70.91132000000005,85.41160000000002,84.69268000000008,196766,314260.9,2.93774128667715,55.6465671645469,66.19453042082284,35.8,35.8,35.8,35.8
2007-11-15,92.7,93.31,90.5,92.07,71.42290000000003,71.08625000000004,85.727,85.05920000000008,261367,315879.45,2.9286169090573537,53.76894837697346,64.7482419821812,34.56,34.56,34.56,34.56
2007-11-16,92.36,94.36,91.81,93.84,71.60355000000003,71.25913000000006,86.06980000000001,85.40516000000008,252035,314661.5,2.901572844124685,57.37611675651237,63.38648153110198,32.72,32.72,32.72,32.72
2007-11-19,93.88,95.15,93.16,94.64,71.77820000000003,71.42962000000004,86.4128,85.73816000000008,240219,311143.25,2.83646049811578,58.93566509382152,63.00591602525571,31.45,31.45,31.45,31.45
2007-11-20,94.88,98.62,93.99,98.03,71.96890000000003,71.60610000000005,86.8088,86.08600000000007,286533,312354.7,2.964570462536082,64.81116831849,62.57445315025634,33.94,33.94,33.94,33.94
2007-11-21,98.09,99.29,96.31,97.29,72.16630000000004,71.78797000000006,87.15640000000002,86.43496000000007,286533,311860.1,2.9656725723549333,62.702154409963846,62.23220308875894,34.38,34.38,34.38,34.38
